"user_agent","_count"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/5.0(Hisense;SmartTV;32A33EAVT;MTK9602/V0000.01.00P.M0825;HD;32A4H;)","119"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTHA002 Build/PS7646.3550N)","118"
"Dalvik/2.1.0 (Linux; U; Android 10; moto z4 Build/QPFS30.130-15-10-24)","118"
"Dalvik/2.1.0 (Linux; U; Android 12; Nokia G10 Build/SP1A.210812.016)","118"
"Dalvik/2.1.0 (Linux; U; Android 12; Redmi Note 9 Pro Build/SKQ1.211019.001)","118"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;65E81GAVT;NT72671/V0000.01.00M.L1110;UHD)","117"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;0003-0003 0000-0800;) PanasonicSDK/2017","117"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A505YN Build/RP1A.200720.012)","117"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-J610G Build/QP1A.190711.020)","117"
"Dalvik/2.1.0 (Linux; U; Android 11; AI PONT Build/RTM3.211215.004)","116"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-S136DL Build/TP1A.220624.014)","115"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G988B Build/SP1A.210812.016)","115"
"Dalvik/2.1.0 (Linux; U; Android 10; TITAN Build/QP1A.190711.020)","115"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-T819Y Build/NRD90M)","115"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; DRA-LX2 Build/HUAWEIDRA-LX2)","115"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-N981U Build/TP1A.220624.014)","114"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-G990U Build/TP1A.220624.014)","114"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A226B Build/SP1A.210812.016)","114"
"Dalvik/2.1.0 (Linux; U; Android 11; BLAUPUNKT 2K Android TV Build/RTM3.211215.220)","114"
"Dalvik/2.1.0 (Linux; U; Android 11; AI PONT Build/RTO2.230307.001)","114"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2387 Build/SP1A.210812.016)","114"
"Dalvik/2.1.0 (Linux; U; Android 11; P652 Build/RP1A.201005.001)","114"
"7plus_android_73505","114"
"Dalvik/2.1.0 (Linux; U; Android 9; PHILIPS 4K TV Build/PTM5.200218.905)","114"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-G973F Build/QP1A.190711.020)","113"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-T395 Build/PPR1.180610.011)","113"
"Dalvik/2.1.0 (Linux; U; Android 10; itel L6006F Build/QP1A.190711.020)","113"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 55A6502EA; V0000.01.00a.N0104; 55A6502EA; SmartTV_DB2019A;)","113"
"Dalvik/2.1.0 (Linux; U; Android 12; moto g pure Build/S3RH32.20-42-13-2-3)","113"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_1;V0000.01.00R.M0725;58A53FXVT;SmartTV_2022_1;) FVC/7.0 (Hisense;SmartTV_2022_1;) LaTivu_1.0.1_2022","112"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;43A66GAVT;NT72671/V0000.01.00S.M0527;UHD)","112"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-T710 Build/NRD90M)","112"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-J701F Build/PPR1.180610.011)","112"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G960F Build/PPR1.180610.011)","112"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2091 Build/RKQ1.211103.002)","111"
"Dalvik/2.1.0 (Linux; U; Android 11; LEGEND MAX Build/RP1A.201005.001)","111"
"Dalvik/2.1.0 (Linux; U; Android 9; ATV R2 Build/PTT1.200617.001)","111"
"Dalvik/2.1.0 (Linux; U; Android 11; Blade A51 Build/RP1A.201005.001)","111"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-G975F Build/QP1A.190711.020)","111"
"Dalvik/2.1.0 (Linux; U; Android 13; 2201116TG Build/TP1A.220624.014)","111"
"Dalvik/2.1.0 (Linux; U; Android 12; Hisense U60 Build/SP1A.210812.016)","110"
"Dalvik/2.1.0 (Linux; U; Android 10; BRAVIA 4K VH21 Build/QTG3.200305.006.S164)","110"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;0003-0003 0000-0800;) PanasonicSDK/2017","110"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36 OPR/46.0.2207.0 OMI/4.11.3.57.Wagoner2.279 HbbTV/1.4.1 (;Philips;50PUT610379; 018.005.036.001; _TV_MT5802_2018;) FVC/3.0 (Philips; com.tpv-tech.TPM186E;)","110"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2437 Build/SP1A.210812.016)","110"
"Mozilla/5.0 (Linux; Android 9; AFTDCT31 Build/PS7646.3550N; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.197 Mobile Safari/537.36","110"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A805F Build/RP1A.200720.012)","109"
"Roku/DVP-12.0 (12.0.0.4182-CE)","109"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A202F Build/RP1A.200720.012)","109"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;43A66GAVT;NT72671/V0000.01.00U.M0901;UHD)","109"
"Dalvik/2.1.0 (Linux; U; Android 10; CPH1877 Build/QKQ1.190918.001)","109"
"Dalvik/2.1.0 (Linux; U; Android 9; EKO 2K Android TV Build/PTO6.220707.001)","109"
"Dalvik/2.1.0 (Linux; U; Android 9; Lenovo TB-7305F Build/PPR1.180610.011)","109"
"Dalvik/2.1.0 (Linux; U; Android 10; CPH1831 Build/QKQ1.191224.003)","109"
"Dalvik/2.1.0 (Linux; U; Android 9; VFD 630 Build/P00610)","108"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; HA50A6801FUWT; V0000.01.00a.N0104; HA50A6801FUWT; SmartTV_DB2019A;)","108"
"Dalvik/2.1.0 (Linux; U; Android 10; XK03H Build/QX)","108"
"Dalvik/2.1.0 (Linux; U; Android 11; moto e32 Build/RORS31.335-28-5)","108"
"Dalvik/2.1.0 (Linux; U; Android 10; CPH1921 Build/QKQ1.191021.002)","108"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Odin/3.2987.2.10 Safari/537.36","108"
"Dalvik/2.1.0 (Linux; U; Android 11; BERRY PRO Build/RP1A.201005.001)","108"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2471 Build/SP1A.210812.016)","108"
"Dalvik/2.1.0 (Linux; U; Android 11; AI PONT Build/RTM5.220609.256)","108"
"Dalvik/2.1.0 (Linux; U; Android 10; POT-LX1AF Build/HUAWEIPOT-L21AF)","108"
"Dalvik/2.1.0 (Linux; U; Android 11; INKOSI_PRO Build/RP1A.201005.001)","107"
"Roku/DVP-12.0 (12.0.0.4182-AN)","107"
"Dalvik/2.1.0 (Linux; U; Android 9; AGT419 Build/PI)","107"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 Tbrowser/2.0 HbbTV/1.4.1 (+DRM; TCL; MS86; V8-S586T07-LF1V016; MS86; com.tcl.MS86;) FVC/3.0 (TCL; com.tcl.MS86;)","107"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G970F Build/PPR1.180610.011)","107"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-J415F Build/PPR1.180610.011)","107"
"Dalvik/2.1.0 (Linux; U; Android 9; BLAUPUNKT 2K Android TV Build/PTO6.200412.001)","107"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-A205F Build/PPR1.180610.011)","107"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;85A60GAVT;NT72671/V0000.01.00N.L1022;UHD)","107"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A736B Build/SP1A.210812.016)","106"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; HA75A6861FUWT; V0000.01.00a.N0104; HA75A6861FUWT; SmartTV_DB2019A;)","106"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/5.0(Hisense;SmartTV;40A33EAVT;MTK9602/V0000.01.00G.L1209;FHD)","106"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;2e03-0003 0000-1000;) PanasonicSDK/2017","106"
"Dalvik/2.1.0 (Linux; U; Android 11; 100011886 Build/RP1A.200720.011)","106"
"Dalvik/2.1.0 (Linux; U; Android 10; LYA-L29 Build/HUAWEILYA-L29)","106"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-G781U1 Build/TP1A.220624.014)","105"
"Dalvik/2.1.0 (Linux; U; Android 9; EKO 2K Android TV Build/PTO6.200615.001)","105"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MTK9900 VIDAA/6.0(Hisense;SmartTV;55E83GAVT;MTK9900/V0000.06.20R.N0223;UHD;55U8H;)","105"
"Dalvik/2.1.0 (Linux; U; Android 9; SHARP 2K SMART TV Build/PTO7.211208.001)","105"
"Roku/DVP-12.0 (12.0.0.4182-EP)","105"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.400;4903-0003 0000-0800;) PanasonicSDK/2017","104"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_2;V0000.06.20R.N0223;65E83GAVT;SmartTV_2022_2;) FVC/7.0 (Hisense;SmartTV_2022_2;) LaTivu_1.0.1_2022","104"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-MSD6886 VIDAA/4.0(Hisense;SmartTV;HX55U6F2UWTG;mstar6886/V0000.01.00V.M0517;UHD)","104"
"Dalvik/2.1.0 (Linux; U; Android 9; BAUHN 2K Android TV Build/PTO6.220707.001)","104"
"Dalvik/2.1.0 (Linux; U; Android 10; BRAVIA 4K VH2 Build/QTG3.200305.006.S33)","104"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 55A66GAVT; V0000.01.00K.M0830; 55A66GAVT; SmartTV_2021A;)","104"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-F721B Build/SP2A.220305.013)","103"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-J610F Build/QP1A.190711.020)","103"
"Dalvik/2.1.0 (Linux; U; Android 9; FIG-LX2 Build/HUAWEIFIG-LX2)","103"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-T735 Build/TP1A.220624.014)","103"
"Dalvik/2.1.0 (Android TV; Android 7.0; Sony BRAVIA 4K 2015) 7plus/5.5.1","103"
"Dalvik/2.1.0 (Linux; U; Android 9; BLAUPUNKT Android TV Build/PTO2.210616.001)","103"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;75A66GAVT;NT72671/V0000.01.00U.M1129;UHD)","103"
"Dalvik/2.1.0 (Linux; U; Android 11; CMA-LX2 Build/HONORCMA-L12CQ)","102"
"Dalvik/2.1.0 (Linux; U; Android 11; TECNO KG5k Build/RP1A.201005.001)","102"
"Dalvik/2.1.0 (Linux; U; Android 9; Lenovo TB-X605F Build/PKQ1.190319.001)","102"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.190515.001.S38) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","102"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_1_FHD;V0003.01.00P.M0825;40A33EAVT;SmartTV_2022_1_FHD;) FVC/7.0 (Hisense;SmartTV_2022_1_FHD;) LaTivu_1.0.1_2022","101"
"Dalvik/2.1.0 (Linux; U; Android 11; vivo 1906 Build/RP1A.200720.012)","101"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 55A60GAVT; V0000.01.00N.L1022; 55A60GAVT; SmartTV_2021A;)","101"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F711U Build/TP1A.220624.014)","101"
"Dalvik/2.1.0 (Linux; U; Android 10; HAKO mini Build/QT)","101"
"Dalvik/2.1.0 (Linux; U; Android 10; SWTV-20NA Build/QTG3.200617.002)","100"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 55U7A7EA; V0000.01.00a.N0104; 55U7A7EA; SmartTV_DB2019A;)","100"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T285M Build/LMY47V)","100"
"Roku/DVP-11.5 (11.5.3.8015-56)","100"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;75A66GAVT;NT72671/V0000.01.00M.M0224;UHD)","100"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-G960W Build/QP1A.190711.020)","100"
"Dalvik/2.1.0 (Linux; U; Android 10; sti6140d360 Build/QT)","100"
"Dalvik/2.1.0 (Linux; U; Android 10; Lenovo YT-X705F Build/QKQ1.191224.003)","100"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A225F Build/RP1A.200720.012)","100"
"Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9 Pro MIUI/V12.0.3.0.QJZMIXM)","100"
"Dalvik/2.1.0 (Linux; U; Android 12; M2010J19SG Build/SKQ1.211202.001)","99"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1820 Build/O11019)","99"
"Mozilla/5.0 (Linux; Android 9.0; Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","99"
"Dalvik/2.1.0 (Linux; U; Android 11; moto g power (2021) Build/RZBS31.Q2-143-27-25)","99"
"Dalvik/2.1.0 (Linux; U; Android 11; E0119 Build/RP1A.200720.011)","99"
"Roku/DVP-12.0 (12.0.0.4182-AM)","99"
"Dalvik/2.1.0 (Linux; U; Android 13; LM-G900 Build/TKQ1.220829.002)","98"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;50A66GAVT;NT72671/V0000.01.00U.M1129;UHD)","98"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A716U Build/TP1A.220624.014)","98"
"Mozilla/5.0 (Linux; Android 8.0; Build/GLB.MP50.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","98"
"Dalvik/2.1.0 (Linux; U; Android 11; Polaroid4KAndroidTV Build/RTM5.220609.148)","98"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2127 Build/RKQ1.211119.001)","98"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH2273 Build/RP1A.200720.011)","98"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020)","98"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-G780G Build/RP1A.200720.012)","98"
"Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T805Y Build/MMB29K)","98"
"Dalvik/2.1.0 (Linux; U; Android 10; 9032Z Build/QP1A.190711.020)","97"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-G986U Build/TP1A.220624.014)","97"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; Lenovo TB-X304F Build/OPM1.171019.026)","97"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-X808U Build/TP1A.220624.014)","97"
"Dalvik/2.1.0 (Linux; U; Android 9; AI PONT Build/PTO1.200610.001)","97"
"Dalvik/2.1.0 (Linux; U; Android 11; Hisense Infinity H50 Lite Build/RP1A.201005.001)","97"
"Dalvik/2.1.0 (Linux; U; Android 11; AiPlus2K Build/RTM3.211215.259)","97"
"Dalvik/2.1.0 (Linux; U; Android 9; Kogan SmarterTV 2K Build/PTO3.221201.001)","96"
"Mozilla/5.0 (Linux; Android 5.1.1; AFTM Build/LVY48F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.160 Mobile Safari/537.36","96"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A536W Build/TP1A.220624.014)","96"
"HbbTV/1.4.1 (+DRM;Panasonic;SmartTV2018mid;4.122;6303-0003 0000-0100;SmartTV2018;)","96"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2089 Build/RKQ1.211103.002)","96"
"Dalvik/2.1.0 (Linux; U; Android 11; AI PONT Build/RTM1.210824.007)","96"
"Dalvik/2.1.0 (Linux; U; Android 12; Chromecast HD Build/STTE.221215.004.A1)","96"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 _TV_mstar6886/V0000.01.00a.N0104 (Hisense,HA75A6500UWT,wireless)","96"
"Dalvik/2.1.0 (Linux; U; Android 11; P650 2021 Build/RP1A.201005.001)","96"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.210114.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000","96"
"Dalvik/2.1.0 (Linux; U; Android 11; Unionaire Smart TV Build/RP1A.200720.011)","96"
"Mozilla/5.0 (Linux; Android 9; AFTTIFF43 Build/PS7646.3550N; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.197 Mobile Safari/537.36","95"
"HbbTV/1.2.1 (;Panasonic;VIERA 2017;4.242;3203-0003 0000-0100;)","95"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-G996B Build/RP1A.200720.012)","95"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTO3.230206.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","95"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-T515 Build/PPR1.180610.011)","95"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.190515.001.S52) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.250 Safari/537.36 CrKey/1.52.253741","95"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2235 Build/TP1A.220905.001)","94"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; open_fhd Build/OPN.MP10.2)","94"
"Dalvik/2.1.0 (Linux; U; Android 10; LYA-L09 Build/HUAWEILYA-L09)","94"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;0003-0003 0000-0100;) PanasonicSDK/2017","94"
"Dalvik/2.1.0 (Linux; U; Android 12; V2204 Build/SP1A.210812.003)","94"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A315F Build/QP1A.190711.020)","94"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A315G Build/RP1A.200720.012)","94"
"Dalvik/2.1.0 (Linux; U; Android 10; SNE-LX2 Build/HUAWEISNE-LX2)","94"
"Dalvik/2.1.0 (Linux; U; Android 10; POT-LX1AF Build/HUAWEIPOT-L01AF)","93"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2128.0 OMI/4.8.0.129.PIXEL_UNICORN3.94 SonyCEBrowser/1.0 (KDL-32W660E; PTV2017/v1.631; AUS;)","93"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2207 Build/TP1A.220905.001)","93"
"Dalvik/2.1.0 (Linux; U; Android 9; BRAVIA 4K GB ATV3 Build/PTT1.190515.001.S53)","93"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; HA65U6F2UWTG; V0000.01.00V.M0517; HA65U6F2UWTG; SmartTV_2020A;)","93"
"Dalvik/2.1.0 (Linux; U; Android 9; EKO Android TV Build/PTO2.210527.001)","93"
"Dalvik/2.1.0 (Linux; U; Android 9; Polaroid 2K Android TV Build/PTO6.210908.001)","93"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 6a Build/TQ2A.230505.002)","93"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36 OPR/40.0.2207.0 OMI/4.9.0.237.Martell-2.328 HbbTV/1.4.1 (+DRM;Hisense;SmartTV_2018_5658;V0000.01.00a.N0331;HA55A6501UWT;SmartTV_2018_5658;) FVC/2.0 (Hisense;SmartTV_2018_5658;)","93"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;50A66GAVT;NT72671/V0000.01.00K.M0830;UHD)","92"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 Tbrowser/2.0 HbbTV/1.4.1 (+DRM; TCL; MS86; V8-S586T02-LF1V398; MS86; com.tcl.MS86;) FVC/3.0 (TCL; com.tcl.MS86;)","92"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:UAU8000;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD_BASIC:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/6","92"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","92"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A326B Build/SP1A.210812.016)","92"
"Dalvik/2.1.0 (Linux; U; Android 12; RMO-NX1 Build/HONORRMO-N21)","91"
"Dalvik/2.1.0 (Linux; U; Android 11; TECNO PR651 Build/RP1A.201005.001)","91"
"Dalvik/2.1.0 (Linux; U; Android 12; DE2118 Build/SKQ1.210216.001)","91"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0 Safari/537.36 HbbTV/1.5.1 (+DRM; TCL; MT9615; V8-T615T03-LF1V503; MT9615; com.tcl.MT9615;) FVC/5.0 (TCL; com.tcl.MT9615;)","91"
"Dalvik/2.1.0 (Linux; U; Android 9; Tempo Android TV Build/PTO3.200415.001)","91"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A605F Build/QP1A.190711.020)","91"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-T515 Build/QP1A.190711.020)","91"
"Dalvik/2.1.0 (Linux; U; Android 11; EKO 2K Android TV Build/RTM6.230109.027)","91"
"Dalvik/2.1.0 (Linux; U; Android 9; BAUHN 4K Android TV Build/PTO6.200218.002)","91"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G955U Build/PPR1.180610.011)","91"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-N975F Build/RP1A.200720.012)","90"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/6.0(Hisense;SmartTV;50U66GAVT;MTK9602/V0000.06.10P.N0415;UHD;50U6GA;)","90"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-T225 Build/SP1A.210812.016)","90"
"Dalvik/2.1.0 (Linux; U; Android 11; AiPlus2K Build/RTM3.211215.127)","90"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTM2.210929.098) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","90"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2211 Build/SP1A.210812.016)","89"
"Dalvik/2.1.0 (Linux; U; Android 9; Smart TV Build/MTK368P)","89"
"Dalvik/2.1.0 (Linux; U; Android 11; LM-K510 Build/RKQ1.210420.001)","89"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-G980F Build/RP1A.200720.012)","89"
"Dalvik/2.1.0 (Linux; U; Android 11; FORCE Build/RP1A.200720.011)","89"
"Dalvik/2.1.0 (Linux; U; Android 11; Neo_Plus Build/RP1A.200720.011)","89"
"Dalvik/2.1.0 (Linux; U; Android 9; Hitachi 4K Android TV Build/PTO6.200525.001)","89"
"Dalvik/2.1.0 (Linux; U; Android 11; Lenovo TB-J706F Build/RKQ1.210518.002)","89"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-G990W2 Build/TP1A.220624.014)","89"
